"code","name","note"
"246","Obveze za članarinu komori","Obveze za članarinu komori"
"2460","Obveza za HGK za paušalnu naknadu","Obveza za HGK za paušalnu naknadu"
"2461","Obveza za HGK za javnu funkciju","Obveza za HGK za javnu funkciju"
"2462","Obveza za članarinu Obrtničkoj komori","Obveza za članarinu Obrtničkoj komori"
"2463","Obveze za paušal HOK-u","Obveze za paušal HOK-u"
"2464","Obveze za članarinu granskoj ili strukovnoj komori","Obveze za članarinu granskoj ili strukovnoj komori"
"247","Obveze za carinu i carinske pristojbe","Obveze za carinu i carinske pristojbe"
"2470","Obveze za carinu","Obveze za carinu"
"2471","Obveze za carinu prema mjernoj jedinici (prelevmani)","Obveze za carinu prema mjernoj jedinici (prelevmani)"
"2472","Obveze za carinske pristojbe i takse","Obveze za carinske pristojbe i takse"
"2473","Ostale obveze prema carini (za PDV i dr.)","Ostale obveze prema carini (za PDV i dr.)"
"248","Obveze za županijske (gradske) i općinske poreze","Obveze za županijske (gradske) i općinske poreze"
"2480","Obveze za imovinski porez na motorna vozila i plovne objekte","Obveze za imovinski porez na motorna vozila i plovne objekte"
"2481","Obveze za imovinski porez na kuće za odmor i porez na korištenje javnih površina","Obveze za imovinski porez na kuće za odmor i porez na korištenje javnih površina"
"2482","Obveze za porez na istaknutu reklamu","Obveze za porez na istaknutu reklamu"
"2483","Obveze za porez na tvrtku ili naziv","Obveze za porez na tvrtku ili naziv"
"2484","Obveza za porez na potrošnju alkoholnih i bezalkoholnih pića i piva u ugostiteljstvu","Obveza za porez na potrošnju alkoholnih i bezalkoholnih pića i piva u ugostiteljstvu"
"2485","Obveze za porez na zabavne i športske priredbe","Obveze za porez na zabavne i športske priredbe"
"2486","Obveze za porez na nasljedstva i darove","Obveze za porez na nasljedstva i darove"
"2489","Obveze za ostale poreze županiji, gradu ili općini","Obveze za ostale poreze županiji, gradu ili općini"
"249","Ostale obveze javnih davanja","Ostale obveze javnih davanja"
"2490","Obveze za nadoknadu za šume","Obveze za nadoknadu za šume"
"2491","Obveze prema lokalnoj samoupravi za financiranje komunalne izgradnje (Zakon o komunalnom gospodarstvu)","Obveze prema lokalnoj samoupravi za financiranje komunalne izgradnje (prema Zakonu o komunalnom gospodarstvu)"
"2492","Obveze za zakonske kazne","Obveze za zakonske kazne"
"2493","Obveze za boravišnu pristojbu","Obveze za boravišnu pristojbu"
"2494","Obveze za koncesije","Obveze za koncesije"
"2495","Obveze za spomeničku rentu","Obveze za spomeničku rentu"
"2496","Obveze za naknade za iskorištav. mineral. sirovina","Obveze za naknade za iskorištav. mineral. sirovina"
"2497","Obveze za naknade za ambalažu","Obveze za naknade za ambalažu"
"2499","Ostale obveze za ostala javna davanja","Ostale obveze za ostala javna davanja"
"25","DUGOROČNE OBVEZE (za duže od jedne godine)","DUGOROČNE OBVEZE (za duže od jedne godine)"
"250","Obveze prema povezanim poduzetnicima","Obveze prema povezanim poduzetnicima"
"2500","Obveze za primljena dobra i usluge","Obveze za primljena dobra i usluge"
"2501","Obveze za korištenje zajmova","Obveze za korištenje zajmova"
"251","Obveze za zajmove, depozite i sl.","Obveze za zajmove, depozite i sl."
"2510","Obveze za dugoročne financijske zajmove","Obveze za dugoročne financijske zajmove"
"2511","Obveze za dugoročne hipotekarne zajmove","Obveze za dugoročne hipotekarne zajmove"
"2512","Obveze za dugoročne zajmove prema građanima","Obveze za dugoročne zajmove prema građanima"
"2513","Obveze za dugoročne zajmove članovima društva","Obveze za dugoročne zajmove članovima društva"
"2514","Obveze za dugoročne zajmove iz inozemstva","Obveze za dugoročne zajmove iz inozemstva"
"2515","Obveze za depozite","Obveze za depozite"
"2516","Obveze za kapare","Obveze za kapare"
"2517","Obveze s osnove jamstva (realiziranih)","Obveze s osnove jamstva (realiziranih)"
"2519","Ostale obveze za dugoročne zajmove","Ostale obveze za dugoročne zajmove"
"252","Obveze prema bankama i dr. financijskim institucijama","Obveze prema bankama i dr. financijskim institucijama"
"2520","Dugoročni financijski krediti banaka (analitika po bankama, pa po sklopljenim ugovorima o kreditu)","Dugoročni financijski krediti banaka (analitika po bankama a unutar toga po sklopljenim ugovorima o kreditu)"
"2521","Dugoročni krediti od osiguravajućih društava (analitika po društvima, pa po sklopljenim ugovorima)","Dugoročni krediti od osiguravajućih društava (analitika po društvima a unutar toga po sklopljenim ugovorima)"
"2522","Dugoročni krediti od ostalih domaćih kreditnih institucija (fonda, i dr.)","Dugoročni krediti od ostalih domaćih kreditnih institucija (fonda, i dr.)"
"2523","Dugoročni krediti od inozemnih banaka i drugih inozemnih kreditnih institucija","Dugoročni krediti od inozemnih banaka i drugih inozemnih kreditnih institucija"
"2529","Dugoročne obveze za kamate","Dugoročne obveze za kamate"
"253","Dugoročne obveze iz financijskog lizinga","Dugoročne obveze iz financijskog lizinga"
"2530","Financijski najam vozila, brodova i dr.","Financijski najam vozila, brodova i dr."
"2531","Povratni financijski najam (npr. nekretnina brodova, tramvaja, vlakova i dr.)","Povratni financijski najam (npr. nekretnina brodova, tramvaja, vlakova i dr.)"
"254","Obveze za predujmove","Obveze za predujmove"
"2540","Obveze za dugoročne predujmove (avanse) za izgradnju objekata i postrojenja (bez PDV-a)","Obveze za dugoročne predujmove (avanse) za izgradnju objekata i postrojenja (bez PDV-a)"
"2541","Obveze za dugoročne predujmove za isporuke zaliha","Obveze za dugoročne predujmove za isporuke zaliha"
"2542","Ostale dugoročne obveze za predujmove","Ostale dugoročne obveze za predujmove"
"255","Obveze prema dobavljačima (neisplaćene dugoročne obveze prema vjerovnicima s osnove poslovanja)","Obveze prema dobavljačima (neisplaćene dugoročne obveze prema vjerovnicima s osnove poslovanja)"
